species	common_name	body_mass_g	body_mass_notes	max_lifespan_yr	max_lifespan_notes	gestation_days	gestation_notes	litter_size	litter_size_notes	age_maturity_days	age_maturity_notes	metabolic_rate_W	metabolic_rate_notes	brain_mass_g	brain_mass_notes	sleep_hr_day	sleep_notes
Balaenoptera_physalus	Fin whale	47506008.23	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Balaenoptera physalus	114.0	AnAge build 14 (genomics.senescence.info); exact match: Balaenoptera physalus	342.0	AnAge build 14 (genomics.senescence.info); exact match: Balaenoptera physalus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Balaenoptera physalus	2701.0	AnAge build 14 (genomics.senescence.info); exact match: Balaenoptera physalus			7085.0	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett]		
Balaenoptera_ricei	Rices whale			74.0	AnAge build 14; genus Balaenoptera (n=5) median used (no species-level data)	345.0	AnAge build 14; genus Balaenoptera (n=5) median used (no species-level data)	1.0	AnAge build 14; genus Balaenoptera (n=5) median used (no species-level data)	2740.0	AnAge build 14; genus Balaenoptera (n=5) median used (no species-level data)			6800.0	González-Suárez et al. 2021 (genus Balaenoptera median)		
Bassariscus_astutus	ringtail	1010.37	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Bassariscus astutus	19.0	AnAge build 14 (genomics.senescence.info); exact match: Bassariscus astutus	52.0	AnAge build 14 (genomics.senescence.info); exact match: Bassariscus astutus	3.0	AnAge build 14 (genomics.senescence.info); exact match: Bassariscus astutus	300.0	AnAge build 14 (genomics.senescence.info); exact match: Bassariscus astutus			16.5	González-Suárez et al. 2021 [Jeschke_&_Strayer_2006_GCB; Lemaitre_et_al_2009_J_Evol_Biol; Tsubio_et_al_2018_NEE]		
Bassariscus_sumichrasti	Cacomistle	1280.0	AnAge build 14 (genomics.senescence.info); exact match: Bassariscus sumichrasti	24.0	AnAge build 14 (genomics.senescence.info); exact match: Bassariscus sumichrasti	64.0	AnAge build 14 (genomics.senescence.info); exact match: Bassariscus sumichrasti	2.0	AnAge build 14 (genomics.senescence.info); exact match: Bassariscus sumichrasti	300.0	AnAge build 14 (genomics.senescence.info); exact match: Bassariscus sumichrasti	3.537	AnAge build 14 (genomics.senescence.info); exact match: Bassariscus sumichrasti	19.6474	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Bathyergus_suillus	Cape dune mole-rat	777.38	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); No AnAge data									1.8022	PanTHERIA v1.0 (Jones et al. 2009); converted from mLO2/hr using 20.1 J/mLO2 (validated vs AnAge: mean ratio 1.007±0.085)	3.75	González-Suárez et al. 2021 [Mace_et_al_1981_JZool]		
Beatragus_hunteri	Hirola	79132.17	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Beatragus hunteri			283.0	AnAge build 14 (genomics.senescence.info); exact match: Beatragus hunteri	1.0	AnAge build 14 (genomics.senescence.info); exact match: Beatragus hunteri	652.0	AnAge build 14 (genomics.senescence.info); exact match: Beatragus hunteri						
Bison_bison_bison	American bison	624577.07	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Bison bison	33.5	AnAge build 14 (genomics.senescence.info); exact match: Bison bison	274.0	AnAge build 14 (genomics.senescence.info); exact match: Bison bison	1.0	AnAge build 14 (genomics.senescence.info); exact match: Bison bison	912.0	AnAge build 14 (genomics.senescence.info); exact match: Bison bison			458.0	González-Suárez et al. 2021 [Isler_&_vanSchaik_2009_Bio_Lett]		
Bison_bonasus	European bison	675876.7	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Bison bonasus	26.4	AnAge build 14 (genomics.senescence.info); exact match: Bison bonasus	270.0	AnAge build 14 (genomics.senescence.info); exact match: Bison bonasus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Bison bonasus	730.0	AnAge build 14 (genomics.senescence.info); exact match: Bison bonasus			458.0	González-Suárez et al. 2021 (genus Bison median)		
Blarina_brevicauda	Short-tailed shrew	20.9	AnAge build 14 (genomics.senescence.info); exact match: Blarina brevicauda	2.2	AnAge build 14 (genomics.senescence.info); exact match: Blarina brevicauda	17.0	AnAge build 14 (genomics.senescence.info); exact match: Blarina brevicauda	6.0	AnAge build 14 (genomics.senescence.info); exact match: Blarina brevicauda	46.0	AnAge build 14 (genomics.senescence.info); exact match: Blarina brevicauda	0.344	AnAge build 14 (genomics.senescence.info); exact match: Blarina brevicauda	0.3443	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; Mace_et_al_1981_JZool; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]	14.9	Savage & West 2007 PNAS (msleep, genus Blarina)
Bos_frontalis	gayal	800143.05	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Bos frontalis	26.2	AnAge build 14 (genomics.senescence.info); exact match: Bos frontalis	275.0	AnAge build 14 (genomics.senescence.info); exact match: Bos frontalis	1.0	AnAge build 14 (genomics.senescence.info); exact match: Bos frontalis	590.0	AnAge build 14 (genomics.senescence.info); exact match: Bos frontalis			334.0975	González-Suárez et al. 2021 (genus Bos median)	4.0	Savage & West 2007 PNAS (msleep, genus Bos)
Bos_gaurus	gaur	347000.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	26.25	AnAge build 14; genus Bos (n=5) median used (no species-level data)	275.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	1.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	730.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	306.77	AnAge build 14; genus Bos (n=5) median used (no species-level data)	334.0975	González-Suárez et al. 2021 (genus Bos median)	4.0	Savage & West 2007 PNAS (msleep, genus Bos)
Bos_grunniens	domestic yak	500000.0	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Bos grunniens	26.3	AnAge build 14 (genomics.senescence.info); exact match: Bos grunniens	274.0	AnAge build 14 (genomics.senescence.info); exact match: Bos grunniens	1.0	AnAge build 14 (genomics.senescence.info); exact match: Bos grunniens	738.0	AnAge build 14 (genomics.senescence.info); exact match: Bos grunniens			334.0975	González-Suárez et al. 2021 [Barton_&_Capellini_2011_PNAS; Isler_&_vanSchaik_2009_Bio_Lett]	4.0	Savage & West 2007 PNAS (msleep, genus Bos)
Bos_indicus	zebu cattle	347000.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	26.25	AnAge build 14; genus Bos (n=5) median used (no species-level data)	275.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	1.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	730.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	306.77	AnAge build 14; genus Bos (n=5) median used (no species-level data)	334.0975	González-Suárez et al. 2021 (genus Bos median)	4.0	Savage & West 2007 PNAS (msleep, genus Bos)
Bos_javanicus	banteng	635974.34	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Bos javanicus	27.1	AnAge build 14 (genomics.senescence.info); exact match: Bos javanicus	295.0	AnAge build 14 (genomics.senescence.info); exact match: Bos javanicus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Bos javanicus	730.0	AnAge build 14 (genomics.senescence.info); exact match: Bos javanicus			334.0975	González-Suárez et al. 2021 (genus Bos median)	4.0	Savage & West 2007 PNAS (msleep, genus Bos)
Bos_mutus	wild yak	347000.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	26.25	AnAge build 14; genus Bos (n=5) median used (no species-level data)	275.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	1.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	730.0	AnAge build 14; genus Bos (n=5) median used (no species-level data)	306.77	AnAge build 14; genus Bos (n=5) median used (no species-level data)	334.0975	González-Suárez et al. 2021 (genus Bos median)	4.0	Savage & West 2007 PNAS (msleep, genus Bos)
Bos_taurus	cattle	347000.0	AnAge build 14 (genomics.senescence.info); exact match: Bos taurus	20.0	AnAge build 14 (genomics.senescence.info); exact match: Bos taurus	277.0	AnAge build 14 (genomics.senescence.info); exact match: Bos taurus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Bos taurus	548.0	AnAge build 14 (genomics.senescence.info); exact match: Bos taurus	306.77	AnAge build 14 (genomics.senescence.info); exact match: Bos taurus	381.5185	González-Suárez et al. 2021 [Barton_&_Capellini_2011_PNAS; Boddy_et_al_2012_J_Evol_Biol]	4.0	Savage & West 2007 PNAS 104:1051-1056 (msleep)
Brachyteles_arachnoides	Woolly spider monkey	10537.31	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Brachyteles arachnoides	40.0	AnAge build 14 (genomics.senescence.info); exact match: Brachyteles arachnoides	232.0	AnAge build 14 (genomics.senescence.info); exact match: Brachyteles arachnoides	1.0	AnAge build 14 (genomics.senescence.info); exact match: Brachyteles arachnoides	2738.0	AnAge build 14 (genomics.senescence.info); exact match: Brachyteles arachnoides			118.4	González-Suárez et al. 2021 [DeCasien_et_al_2017_Nat_Ecol_Evol; Isler_&_vanSchaik_2009_Bio_Lett]		
Bradypus_torquatus	Maned three-toed sloth	4468.42	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Bradypus torquatus			150.0	AnAge build 14 (genomics.senescence.info); exact match: Bradypus torquatus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Bradypus torquatus					15.565	González-Suárez et al. 2021 (genus Bradypus median)	14.4	Savage & West 2007 PNAS 104:1051-1056 (msleep)
Bubalus_bubalis	water buffalo	929500.97	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Bubalus bubalis	34.9	AnAge build 14 (genomics.senescence.info); exact match: Bubalus bubalis	311.0	AnAge build 14 (genomics.senescence.info); exact match: Bubalus bubalis	1.38	AnAge build 14 (genomics.senescence.info); exact match: Bubalus bubalis	502.0	AnAge build 14 (genomics.senescence.info); exact match: Bubalus bubalis						
Bubalus_depressicornis	lowland anoa	256989.27	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Bubalus depressicornis	36.1	AnAge build 14 (genomics.senescence.info); exact match: Bubalus depressicornis	300.0	AnAge build 14 (genomics.senescence.info); exact match: Bubalus depressicornis	1.0	AnAge build 14 (genomics.senescence.info); exact match: Bubalus depressicornis	730.0	AnAge build 14 (genomics.senescence.info); exact match: Bubalus depressicornis						
Bubalus_kerabau	carabao			34.9	AnAge build 14; genus Bubalus (n=4) median used (no species-level data)	300.0	AnAge build 14; genus Bubalus (n=4) median used (no species-level data)	1.0	AnAge build 14; genus Bubalus (n=4) median used (no species-level data)	742.5	AnAge build 14; genus Bubalus (n=4) median used (no species-level data)						
Budorcas_taxicolor	takin	294515.33	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Budorcas taxicolor	21.9	AnAge build 14 (genomics.senescence.info); exact match: Budorcas taxicolor	210.0	AnAge build 14 (genomics.senescence.info); exact match: Budorcas taxicolor	1.0	AnAge build 14 (genomics.senescence.info); exact match: Budorcas taxicolor	730.0	AnAge build 14 (genomics.senescence.info); exact match: Budorcas taxicolor						
Cacajao_ayresi	Primates			35.8	AnAge build 14; genus Cacajao (n=2) median used (no species-level data)	182.0	AnAge build 14; genus Cacajao (n=2) median used (no species-level data)	1.0	AnAge build 14; genus Cacajao (n=2) median used (no species-level data)	1204.0	AnAge build 14; genus Cacajao (n=2) median used (no species-level data)			70.0129	González-Suárez et al. 2021 (genus Cacajao median)		
Cacajao_calvus	Bald Uacari	3421.04	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Cacajao calvus	35.8	AnAge build 14 (genomics.senescence.info); exact match: Cacajao calvus	182.0	AnAge build 14 (genomics.senescence.info); exact match: Cacajao calvus	1.0	AnAge build 14 (genomics.senescence.info); exact match: Cacajao calvus	1204.0	AnAge build 14 (genomics.senescence.info); exact match: Cacajao calvus			74.65	González-Suárez et al. 2021 [DeCasien_et_al_2017_Nat_Ecol_Evol; Isler_&_vanSchaik_2009_Bio_Lett]		
Cacajao_hosomi	Primates			35.8	AnAge build 14; genus Cacajao (n=2) median used (no species-level data)	182.0	AnAge build 14; genus Cacajao (n=2) median used (no species-level data)	1.0	AnAge build 14; genus Cacajao (n=2) median used (no species-level data)	1204.0	AnAge build 14; genus Cacajao (n=2) median used (no species-level data)			70.0129	González-Suárez et al. 2021 (genus Cacajao median)		
Cacajao_melanocephalus	Black-headed Uacari	3121.58	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Cacajao melanocephalus					1.0	AnAge build 14 (genomics.senescence.info); exact match: Cacajao melanocephalus					69.7435	González-Suárez et al. 2021 [Tsubio_et_al_2018_NEE]		
Callimico_goeldii	Goeldis marmoset	558.0	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Callimico goeldii	22.2	AnAge build 14 (genomics.senescence.info); exact match: Callimico goeldii	153.0	AnAge build 14 (genomics.senescence.info); exact match: Callimico goeldii	1.0	AnAge build 14 (genomics.senescence.info); exact match: Callimico goeldii	365.0	AnAge build 14 (genomics.senescence.info); exact match: Callimico goeldii			11.575	González-Suárez et al. 2021 [DeCasien_et_al_2017_Nat_Ecol_Evol; Isler_&_vanSchaik_2009_Bio_Lett; Tsubio_et_al_2018_NEE]		
Callithrix_jacchus	White-tufted-ear marmoset	190.0	AnAge build 14 (genomics.senescence.info); exact match: Callithrix jacchus	22.8	AnAge build 14 (genomics.senescence.info); exact match: Callithrix jacchus	144.0	AnAge build 14 (genomics.senescence.info); exact match: Callithrix jacchus	2.0	AnAge build 14 (genomics.senescence.info); exact match: Callithrix jacchus	477.0	AnAge build 14 (genomics.senescence.info); exact match: Callithrix jacchus	0.848	AnAge build 14 (genomics.senescence.info); exact match: Callithrix jacchus	7.6016	González-Suárez et al. 2021 [Barton_&_Capellini_2011_PNAS; Boddy_et_al_2012_J_Evol_Biol; DeCasien_et_al_2017_Nat_Ecol_Evol; Isler_&_vanSchaik_2009_Bio_Lett; Lemaitre_et_al_2009_J_Evol_Biol; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]	9.5	Zepelin et al. 2005 Principles & Practices of Sleep Medicine
Callithrix_penicillata	Black-pencilled marmoset	339.98	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Callithrix penicillata	15.4	AnAge build 14 (genomics.senescence.info); exact match: Callithrix penicillata	144.0	AnAge build 14 (genomics.senescence.info); exact match: Callithrix penicillata	2.0	AnAge build 14 (genomics.senescence.info); exact match: Callithrix penicillata	477.0	AnAge build 14 (genomics.senescence.info); exact match: Callithrix penicillata			7.8218	González-Suárez et al. 2021 [DeCasien_et_al_2017_Nat_Ecol_Evol; Tsubio_et_al_2018_NEE]	9.5	Zepelin et al. 2005 (genus Callithrix; measured in C. jacchus)
Callithrix_pygmaea	pygmy marmoset	190.0	AnAge build 14; genus Callithrix (n=4) median used (no species-level data)	18.8	AnAge build 14; genus Callithrix (n=4) median used (no species-level data)	144.0	AnAge build 14; genus Callithrix (n=4) median used (no species-level data)	2.0	AnAge build 14; genus Callithrix (n=4) median used (no species-level data)	477.0	AnAge build 14; genus Callithrix (n=4) median used (no species-level data)	0.848	AnAge build 14; genus Callithrix (n=4) median used (no species-level data)	4.475	González-Suárez et al. 2021 [Boddy_et_al_2012_J_Evol_Biol; DeCasien_et_al_2017_Nat_Ecol_Evol; Isler_&_vanSchaik_2009_Bio_Lett; Lemaitre_et_al_2009_J_Evol_Biol; Stankowich_&_Romero_2017_ProcB; Tsubio_et_al_2018_NEE]	9.5	Zepelin et al. 2005 (genus Callithrix; measured in C. jacchus)
Callorhinus_ursinus	northern fur seal	55464.82	PanTHERIA v1.0 (Jones et al. 2009 Ecology 90:2648); AnAge build 14 (genomics.senescence.info); exact match: Callorhinus ursinus			240.0	AnAge build 14 (genomics.senescence.info); exact match: Callorhinus ursinus	1.3	AnAge build 14 (genomics.senescence.info); exact match: Callorhinus ursinus	1095.0	AnAge build 14 (genomics.senescence.info); exact match: Callorhinus ursinus			341.03	González-Suárez et al. 2021 [Barton_&_Capellini_2011_PNAS; Boddy_et_al_2012_J_Evol_Biol; Isler_&_vanSchaik_2009_Bio_Lett; Jeschke_&_Strayer_2006_GCB; Tsubio_et_al_2018_NEE]	8.7	Savage & West 2007 PNAS (msleep, genus Callorhinus)
